#	m (1)			C_m,k (2)			
	0	6.774208e-01
	1	1.073434e+00
	2	7.669445e-01
	3	6.019518e-01
	4	5.137766e-01
	5	4.684345e-01
	6	4.408604e-01
	7	4.188948e-01
	8	3.991070e-01
	9	3.813820e-01
	10	3.658589e-01
	11	3.521498e-01
	12	3.396227e-01
	13	3.277839e-01
	14	3.164120e-01
	15	3.055150e-01
	16	2.952215e-01
	17	2.856855e-01
	18	2.770156e-01
	19	2.692176e-01
	20	2.621732e-01
	21	2.556615e-01
	22	2.494219e-01
	23	2.432448e-01
	24	2.370488e-01
	25	2.309200e-01
	26	2.250936e-01
	27	2.198868e-01
	28	2.156068e-01
	29	2.124678e-01
	30	2.105285e-01
	31	2.096798e-01
	32	2.096675e-01
	33	2.101473e-01
	34	2.107498e-01
	35	2.111435e-01
	36	2.110807e-01
	37	2.104163e-01
	38	2.091069e-01
	39	2.071904e-01
	40	2.047606e-01
	41	2.019341e-01
	42	1.988231e-01
	43	1.955206e-01
	44	1.920937e-01
	45	1.885871e-01
	46	1.850298e-01
	47	1.814450e-01
	48	1.778549e-01
	49	1.742904e-01
	50	1.707876e-01
	51	1.673863e-01
	52	1.641239e-01
	53	1.610293e-01
	54	1.581161e-01
	55	1.553825e-01
	56	1.528071e-01
	57	1.503504e-01
	58	1.479581e-01
	59	1.455665e-01
	60	1.431070e-01
	61	1.405115e-01
	62	1.377124e-01
	63	1.346492e-01
	64	1.312724e-01
	65	1.275496e-01
	66	1.234654e-01
	67	1.190235e-01
	68	1.142405e-01
	69	1.091447e-01
	70	1.037748e-01
	71	9.817996e-02
	72	9.241777e-02
	73	8.655115e-02
	74	8.064315e-02
	75	7.475384e-02
	76	6.893761e-02
	77	6.324219e-02
	78	5.770835e-02
	79	5.237041e-02
	80	4.725616e-02
	81	4.238732e-02
	82	3.778111e-02
	83	3.345134e-02
	84	2.940884e-02
	85	2.566136e-02
	86	2.221313e-02
	87	1.906525e-02
	88	1.621548e-02
	89	1.365886e-02
	90	1.138765e-02
	91	9.391213e-03
	92	7.655861e-03
	93	6.165172e-03
	94	4.900469e-03
	95	3.841553e-03
	96	2.967375e-03
	97	2.256553e-03
	98	1.687881e-03
	99	1.240720e-03
	100	8.955059e-04
	101	6.340527e-04
	102	4.400294e-04
	103	2.990327e-04
	104	1.988443e-04
	105	1.292547e-04
	106	8.208748e-05
	107	5.088588e-05
	108	3.077534e-05
	109	1.814641e-05
	110	1.041774e-05
	111	5.831866e-06
	112	3.160435e-06
	113	1.682900e-06
	114	8.471908e-07
	115	4.392697e-07
	116	1.919453e-07
	117	1.110188e-07
	118	2.916196e-08
	119	3.764300e-08
